text,label,language_tag
நாடக காதல் யார் செஞ்சாலும் தப்பு தான்.. ஜாதி பேர solli படத்தை கெடுத்தது போதும்... இது போன்ற சம்பவம் உண்மை இல் நடந்திருக்கa அப்படி யென்றால்.. இதை கதை ஆக thirayil கொண்டு வந்த இயக்குனர் கு vazthukal... All r going to watch theater.. Pls..,0,tamil
யாரு லே நீ டைரக்டர் ? உடுமலைப்பேட்டை ஜோலி முடிச்சது போல இருக்கு  ஏலே செம படம் எடுத்து இருக்கேலே மக்கா  ?கூட பொறந்த பொறப்பு எங்க குலசாமின்னு வாழும்  தேவாதி தேவர்கள் முக்குலத்து தேவமார் இந்த படத்தை படப்பை கட்டி நின்னு ஜெயிக்க வைக்கிறோம் லே ..,0,tamil
இனி அடங்க மறுப்ப அத்து மீறுவ சொன்னால் அருத்து எடுப்பேம் நாங்கள் பன்னால் தமிழகம் தாங்காது,1,tamil
சாதி மதம் என்ன மனித உயிரை விட பெரிதா. இந்தியா சாதி மதம் அப்டினு சன்டை போடுது வல்லரசாக எப்படி ஆகும் அதான் எல்லா மூலாதனம் இருந்தும் வளர்ச்சி இல்லாமல் இருக்கு,0,tamil
டேய் புண்டைகளா மொத படம் பாருங்கடா அப்பொராம் கமெண்ட்ல சாதி சண்ட போடுங்கடா.... ஊம்பிக.... நான் அந்த ஊம்பி இந்த ஊம்பினு சொல்லிட்டு இருக்கானுங்க.... இப்டியே ஊம்புனா வேலைக்கு பானிபூரி பீடா வாயனுங்கள எல்லாரும் ஊம்ப வேண்டியது தான்.... சுண்ணிக.... Tnpsc railway வேலைக்கு நக்கிட்டு திரியபோரோம்.....,1,tamil
இந்த படம். சரக்கு மிடுக்குக்கு சரியான செருப்படி,0,tamil
டேய் என்னடா சுன்னி சார்பாக வாழ்த்துக்கள் சுன்னி சார்பாக வாழ்த்துக்கள் கமன்ட் பன்றிங்க ஜாதி வெறி பிடித்த நாய்களா நான் உங்களை  செல்லி நாய் அசிங்கப்படுத்துரன் நீங்க அதுக்கும் கீழ,1,tamil
டிரைலர் பார்க்கும்போதே படம் பார்க்கும் ஆவல் எனக்கு வருகிறது கண்டிப்பாக படம் பார்ப்பேன்,0,tamil
கடலூர் வன்னியர் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,0,tamil
ஒரு MP என்றும் பாராமல் இந்த கிழிகிழிக்கிறானுக 🤣🤣🤣🤣🤣🤣,1,tamil
Ada thevidya pasangala ellarum சாதி ஒழியனும்னு படம் எடுத்துட்டு இருக்கானுங்க நீங்க சாதிய வளப்பதற்க்க்காக படம் எடுத்தா இதுல நீங்க எல்லா சாதிகாரனும் தான் சாதி பேரு சொல்லி commend போடறீங்களேடா 🤬🤬சாதியை வெறி புடிச்ச நாய்களா,1,tamil
"கீழ்த்தரமாக கீழறுப்பு வேலை செய்பவர்களுக்கு மட்டும்தான் இதற்கு கோபம் வரவேண்டும்,  உண்மையான நிலையை சொல்லும் சகோதரர் மோகனுக்கு வாழ்த்துக்கள்",1,tamil
செம சூப்பர் .. வாழ்த்துக்கள் மோகன் அண்ணா,0,tamil
ஈரோடு  வன்னியர்  சார்பாகவும்  வெற்றி  பெற  வாழ்த்துக்கள்,0,tamil
அணில்ஸ்லாம் ஓரமா போய் டிஸ்லைக் பன்னுங்கடா   இங்க ஒன்னும் புடுங்க முடியாது,1,tamil
நம் வன்னிய பெண்கள் கண்டிப்பாக பார்க வேண்டிய படம்,0,tamil
தலைவா படத்துல பண்ணதுக்கு விஜய் தலைவி  படத்துல பழிவாங்குறான்,1,tamil
வாழ்த்துகள் சொன்னால் மட்டும் போதாது கண்டிப்பாக இந்த படம் பார்க்க வேண்டும்,0,tamil
மாவீரன் காடுவெட்டியார் j.குரு  வன்னியர்  சங்கம் (உடையார்பாளையம்) சார்பாக  படம் வெற்றி பெற வாழ்த்துகிறோம்,0,tamil
ஆடேய் என்னடா...comment sectionல எல்லா ஜாதி சார்பா வாழ்த்துக்கள் போடுரீங்க....,0,tamil
பாட்டாளி மக்கள் கட்சியின் விழுப்புரம் வடக்கு மாவட்டம் ஒலக்கூர் ஒன்றியம் மேற்கு சார்பாக திரைப்படத்தை வெற்றியடைய செய்வோம் என்பதை உறுதி அளிக்கிறோம்,0,tamil
இவன் பழைய வன்னாரபேட்டையே இன்னு வர்ல இந்த தாயோலிங்க வேற,1,tamil
"தீபா கூட நடிக்க வச்சிருகலாம்... கொஞ்சம் பொருத்தமா இருக்கும்.. ஆனா அந்த அம்மா கண்ணடிக்கமா நடிக்கணும், அதன் பிரச்சினை",1,tamil
"மஹா பிரபு Bethovan லயே கைய வச்சிட்டிங்களா? இந்த விஷயம் அனிருத் தம்பிக்கு தெரியாம பாத்துக்குங்க.... பயபுள்ள சும்மா O2 ஓளர விடுவாப்டி, #bethorajashkin",1,tamil
கேரளா ஃபேன்ஸ் தன்னோட தலைவனா கொண்டாடுவான்!   ஆந்திரா ஃபேன்ஸ் அவங்க ஊரு நடிகனாவே நினைப்பாங்க   கர்நாடாகா ஃபேன்ஸ் கூட தலையில தூக்கிவைச்சு கொண்டாடுவாங்க!   ஊரு மாறுனாலும் மொழி மாறுனாலும் சூர்யாங்கிற அந்த மனுசனோட புகழை மட்டும் அழிக்கவே முடியாதுடா! 🤙,0,tamil
வெள்ளகோவில் கொங்கு வேளாளர் கவுண்டர் சார்பாக வாழ்த்துக்கள்,0,tamil
கொங்கு வேளாளர் கவுண்டர் சமுதாயத்தின் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,0,tamil
மண்ணும் பொன்னும் ஒன்னா அப்ப நல்ல ரேட்டுக்கு வந்தா வித்துடுவாங்க போல,1,tamil
நான் நாமக்கல் மாவட்டம்(ஒட்டுமொத்த) வேட்டுவ கவுண்டர் சமுதாயம்சார்பாக படம் வெற்றிபெற எங்கள் ஆதரவையும் வாழ்த்துக்களையும் தெரிவித்து கொள்கிறோம்,0,tamil
கடலூர் வன்னியர் சமுதாயம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,0,tamil
நம்ப நடே நாசாமா தான் போச்சி,1,tamil
படம் எப்போ ரிலீஸ் ஆகும்.I am waiting,0,tamil
யாதவர்களின் சார்பாக படம் மாபெரும் வெற்றியடைய வாழ்த்துக்கள்,0,tamil
Mia khalifa fan club சார்பாக வாழ்த்துக்கள்,0,tamil
நாங்கள் ஒட்டுமொத்த சாதியையும் எதிர்க்கல ஒன்னுக்கு ௨தவாமே உழைக்காமல் உக்காந்து சாப்பிட வசதீயானவன் வீட்டு பெண்ணுக்கு வலை விரிக்கும் ஒரு கும்பலையும் அதை பின்னிருந்து ௨ூக்குவிக்கும் ஒரு கேடு கெட்ட பன்றியின் தோலை ௨ரித்துகாட்டத்தான் இந்த படம்  இது ஒரு இமாலய வெற்றி யை அடையும்,0,tamil
திரும்ப திரும்ப அரைச்ச மாவு சீன் 1:32  எத்தனை நாளைக்குதான் இந்த மாதிரி விளையான்டுகிட்டே அறுவை பேச்சு பேசுற சீனை வைப்பாரோ தெரியல்ல..,1,tamil
பஞ்சமி நிலம் னு அசுரன் படத்துல வந்துச்சு காசு வாங்கிட்டு தாண்டா கிரையம் பண்ணானுங்க அது ஜாதிபடமா தெரியல திரவுபதி ஜாதி படமாடா நாயிங்கலா,1,tamil
இங்கே இருக்கிற கமென்ட் களை எல்லாம் பார்த்தால் திருமா ஒரு நாள் வசமாக மாட்டிக்கொண்டால் எலும்பு கூட மிச்சம் ஆகாது போல் இருக்கிறதே...,1,tamil
மாபெரும் வெற்றி படமாக (பாடமாக) அமையும் வாழ்த்துகள் அண்ணா.,0,tamil
அனைத்து சமூக பெண்களும் இந்த படத்தை பார்த்து ஒரு பெண் தவறு செய்தால் அவர் குடும்பத்தினர் படும் அவமானத்தை புரிந்து நடந்து கொள்ள வேண்டும் ...பெண்களின் விழிப்புணர்வு படம் வெற்றி பெற மனம் நிறைந்த வாழ்த்துகள்,0,tamil
டேய் சாதி வெறிபிடித்த  களுக்கு நான் கேட்கிறேன் எங்கடா நாடக காதல் டியூஷன் எடுக்கிறாங்க சொல்லுங்கடா நாய்களே பிரச்சினைகளை வளர்க்கிறிங்க ஆபத்து சாதிவெறி பிடித்த நாய்களுக்கு தான்,1,tamil
கண்டிப்பாக படம் வெளியான பின்   புரட்ச்சி படம் எடுக்குறேன் புண்ணாக்கு படம் எடுக்குறேன் னு சொல்லும் நாய்களுக்கு செருப்படியாக இருக்கும்,1,tamil
திலித் சமுதாயத்துக்கு ஒன்னுனா ஆயிரம் ஏச்ச சமுக ஆர்வலர்கள் வருவானுங்க  இடை நிலை சாதினா மூடிட்டு இருக்கனுங்க  #திரௌபதி தீ யா இருக்கு,1,tamil
ஒரு குறும்பட இயக்குனரின் திறமைக்கு ‌கிடைத்த சரியான வாய்ப்பு...ஆதிக்கு‌ நல்ல வெற்றி கிடைக்கும்.,0,tamil
சுன்னியர் நாயக்கர் னு. அடே ரெட்டி நாயக்கர் ஷெட்டி லாம் தெலுங்கு கன்னட துளு சமூகங்கள் டா. அது கூட தெரியாம. சரி வுடு நானும் சேர நாட்டு அந்தணன் வாழ்த்துகள் சொல்லமாட்டேன்,1,tamil
ஊராளிகவுண்டர்கள் சார்பாக மனமார்ந்த நன்றி இயக்குனரே.எங்களுடைய மனக்குமுறலை  திரைப்படத்தில் கொண்டு வந்ததற்கு நன்றி.,0,tamil
அக்னித்தாய்  திரௌப தீ ' உலகெங்கும் வெற்றி நடை போடுவாள்  . துரோகிகளை மும் பகைவர்களை மும் தன்   தீ  யால்  அழித்து பொசுக்கி சாம்பல் ஆக்குவாள்  .படம் வெற்றி அடைந்தது  பெண்பிள்ளைகள்  தெளிவடைய வேண்டும்,0,tamil
BC MBC மக்கள் படம் 100 நாட்கள் ஓட ஆதரவு தருவார்கள்... இயக்குனர் மோகன்  திருமா வின் குஞ்சிகள் கிட்ட கவனமா இருக்கணும்.. அவனுக உங்களை தாக்கலாம்.. பாதுகாப்பா இருங்க.. ( BC MBC .. பொண்ணுங்களை தூக்குறது.. real எஸ்டேட் கட்டப்பஞ்சாயத்து.. வன் கொடுமை னு கேஸ் போடுறது... மாட்டு கரி எலி கரி தின்று விட்டு.. அவர்கள் கட்சி மேடையில்..  மத்த ஜாதிக்கு சரக்கு மிடுக்கு இல்லை னு பேசுறது... ) இது தான் அவர்களின் வேலை.. என்ன வேணும்னாலும் செய்ய துணிவார்கள்.. இயக்குனர் கவனமாக இருங்கள்... நன்றி இப்படிக்கு முதலியார் வம்சம்,1,tamil
சீமான் மேடயில் பேச பேச படமா வருது,1,tamil
யார ஏமாத்த பாக்குறீங்க இது 96. ரஜினிய பங்கம் பன்னிட்டிங்கடா. Ha ha ha.,1,tamil
வீர வன்னியர்களின் சார்பாக படம் வெற்றி பெற 🤗வாழ்த்துகள் வெறித்தனமாக காத்திருக்கிறோம் படம் பார்ப்பதற்கு நாம் வாழ்ந்த மண்ணும்  வளர்த்த பெண்ணும் நம் மூச்சி,0,tamil
என்னடா ஜெயம் ரவி மாரி வருவனு பாத்தா நிழல்கள் ரவி மாதிரி வந்திருக்க,1,tamil
சங்கி கூட்டங்களே இந்த படத்தை வெளியிட தடை வாங்குவோம். இந்த படத்தை திரையிட முடியாதபடி செய்வோம். இது சபதம்,0,tamil
கடலூர் மாவட்டம் ராமாபுரம் வன்னியர் சங்கம் சார்பாக திரெளபதி படம் வெற்றி பெற வாழ்த்துக்கள்,0,tamil
"ஜெயலலிதா bio pic னு வந்து பார்த்தா , பச்சை கவுன் போட்டுக்கிட்டு ICU ward nurse மாதிரி யாரோ வந்து நிக்குறாங்க .",1,tamil
மணிரத்னம் பட வரலாற்றில் அடுத்த ஒரு மைல் கல்,0,tamil
திருப்பி அடிப்போம்        வெல்வோம்,1,tamil
"சாதி இல்லாத சமூகம் அமைக்க இது போன்ற திரைப்படங்கள் வரவேண்டும், காத்திருக்கிறோம் வெள்ளித்திரை காண",0,tamil
2021...புரட்சி வெடிக்கும்...திராவிடம்..அழிவநோக்கிபோகிறது....தமிழன்..  முழுச்சிட்டான்... இனி நாம்தமிழர்  தான்.ஆட்டம்..2021  .இனி..தமிழ் மட்டும் இல்ல..All Indians. Movie. அண்ணண் சீமான்..சொல் தான்  வரும்   young people of Better life  soon TN PEOPLE. .NTK நாம்தமிழர் கட்சி தான்.  சல்யூட். தமிழா     NGK& TEAM WORK KU. MY சல்யூட்  NTK புரட்சி வாழ்த்துகள்,0,tamil
நா தேவன்டா என்னோட சொத்த வித்தாவது இந்த படத்துக்கு 100 குடும்பத்த நா கூப்டு போவேன்..,0,tamil
இயற்கையாவே உற்பத்தி ஆகுற தண்ணிய தனக்கு மட்டுமேனு சொந்தம்னு கொண்டாடுற உரிமையை யார் குடுத்தா,1,tamil
வண்ணார் சமுதாயம் சார்ப்பாக படம் வெற்றிபெற வாழ்த்துக்கள்,0,tamil
என்னடா இது. பழைய லுக் ஓரளவுக்கு ஓகே. ஆனா முதல்வர் லுக் சத்தியமா நல்லாவே இல்ல. தயவு செஞ்சு படத்தை ரிலீஸ் பண்ணி எங்க புரட்சி தலைவியை அசிங்க படுத்தாதிங்கே..,1,tamil
கொங்கு மண்டல விவசாயிகள் & அஇஅதிமுக சார்பாக வெற்றி விழா காண வாழ்த்துக்கள்...,0,tamil
கோமாளி ரவி அவர்களே...  அடக்கி வாசிக்க கற்றுக் கொள்ளுங்கள்,1,tamil
"இஸ்லாமியர்கள் சார்பாக வரவேற்கிறேன்,என்னதான் அரசு வேலை கிடைத்து வாழ்க்கை தரம் உயர்ந்தாலும் கலாச்சாரம் மாறலை, புள்ளீங்கோ பூராம் குறிப்பிட்ட சமூகமாத்தான் இருக்கு,என்னதான் முஸ்லிம் மதத்துக்கு பல தலைமுறை முன்ன மாறியிருந்தாலும் எங்கள்லயே சில தறுதலைக மண்டைல சாயம் அடிச்சுகிட்டு அப்பனை அரிச்சு ஒரு லட்ச ரூபாய் பைக்கை வாங்கிட்டு மற்ற மத பொம்பளை புள்ளைகளை கரெக்ட் பண்ணுறதையே பொழப்பா வச்சு அவன்க எந்த சாதில இருந்து வந்த ரத்தம்னு ஒவ்வொரு ஊர்லயும்,முஸ்லிம் தெருலயும் நிரூபிக்குறான்க,சொல்லப் போனா முஸ்லிம் மதத்துலயே கண்ணியமான எங்களை போன்றோர் அந்த ஈனப் பயல்களை விட்டு விலகியே இருக்கிறோம்...",1,tamil
விருதை (விருத்தாசலம்) படையாச்சிகள் சார்பாக இந்த படத்தை வெற்றி பெற வாழ்த்துகிறேன் மோகன் அண்ணனுக்கு வாழ்த்துக்கள்,0,tamil
இப்படி மாத்தி மாத்தி படம் எடுத்து பெரிய போர் உருவாயிரும் போல ஒற்றுமை இனிமேல் தமிழ் நாட்டில் கஷ்டம் தான்,0,tamil
"அவன் கட்டினாலும் அவள வேல தான் வாங்க போறான் ,நீ உன் ஜாதியில பாத்து கட்டினாலும் அவனும் அவள சம்பளம் இல்லாத வேலைக்காரியா, புள்ள பெக்குற மிஷினாதான் பாக்க போறான்.  அதுக்கு எங்க போனும்னு அவளே முடிவு பண்ணிட்டு போகட்டுமே நாயே.  நீ யோக்கியனா இருந்தா எந்த ஆணையும் நம்பி வாழாம சொந்த கால்ல நிக்க சொல்லி குடு.  அவளுக்கு வேணும்னா கல்யாணம் பண்ணட்டும்.",1,tamil
அனைத்து நண்பர்களுக்கும் ஒருவேண்டுகோல் இந்த படத்திற்கு எதிர்ப்பவர்களுக்கு இந்த பதில் அதைத்தான் எங்கள் குரு ஐயா சொன்னார் அவர்மற்றும் அல்ல அணைத்துக் குடுபத்திலும் நினைப்பதே. நம் வீட்டிற்குவா நண்பா வந்து சாப்பிடு தூங்கு 10த்து நாள் குடுபத்தோடு பழகு தவறில்லை ஆனால் அதைவிட்டுட்டு தன்வீட்டு பொண்ணுமேல அல்லது என் நண்பனாக இருக்கும் உன்வீட்டில்  உள்ளவர்கள் கையவச்சாலோ யாமாத்திவிட்டுட்டாலோ கண்டிப்பாக கோவம்வரும் . பில்லைங்கோ மாத்தியோசிங்கோ நண்பர்களே இந்த படம் இது உங்களுக்கு எதிர்ப்பு படம் அல்ல இது அணைத்துக் குடும்புத்தார்க்கு உள்ளபடம்,0,tamil
இந்த நாட்ல ஒவ்வொன்னு ஒவ்வொரு விதமான பைத்தியம்.. இவனுக்கு இந்த நாட்டுமேலயே பைத்தியம்,0,tamil
"சமூக வலைத்தளங்களில் இருந்து விலகி, மனிதனின் உண்மையான வாழ்க்கையை விவரிக்கும் படமாக இருக்கும்...",0,tamil
இசை செம்ம அசுரன விட பெருசா  அடி(ஜெயி)க்கும்,0,tamil
அனைத்து வாணிய செட்டியார் இன மக்கள் சார்பாக திரெளபதி படம் வெற்றி பெற்ற வாழ்த்துக்கள்,0,tamil
ஹாரிஸ் ஜெயராஜ்... கடாரம் கொண்டான் டீஸர் பாருய்யா...,1,tamil
யாருலாம் பரதன் தான் தளபதி60 director னு சொன்ன உடனே அவர பத்தி அவரு எதுக்கும் லாய்க்கு இல்லன்னு பேசினீங்களோ அவங்க மட்டும் line ல வாங்க..  அடிக்க லாம் மாட்டேன் வாங்க..,1,tamil
நான் அரசியலுக்கு வருவது உறுதி இது 96யார ஏமாத்திர,1,tamil
கம்மாளர் மக்கள் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்,0,tamil
இந்த படம் வெற்றி ‌பெற வாழ்த்துக்கள்.... ஆனா வருகின்ற‌ எல்லா படங்களும் காதலை முன்னிறுத்தி ‌முன்னிறுத்தியே...‌இன்றைய தலைமுறையினறை முட்டாள்தனம் ஆக்குகின்றன,0,tamil
"திடீரென ஏதோ ஒரு குளிர் காய்ச்சல் , ஆனால் பிடித்திருக்கு",1,tamil
செளராஷ்டிரா இன மக்கள் சார்பாக இத்திரைப்படம் வெற்றியடைய வாழ்த்துகள்....,0,tamil
திரௌபதி  பற ரஞ்சித் ku செருப்படி,1,tamil
போலி காதல் விவகாரம் ஆணவ கொலைகள் இது 2ம் பற்றிய விசயத்தில் எப்பவும் ஒரு பக்கம் நடைபெறும் வாதங்களை மட்டுமே கேட்டோம். இதற்கு மற்றொரு பக்கம் இருக்கிறது. இதை பற்றி ஆராய வேண்டிய அவசியம் உள்ளது என்று யோசிக்க தூண்டும் கதைகளமாக இருக்கும் என்று நம்புகிறேன்.,0,tamil
இந்த நாட்டுல ஊவோனும் ஓவொரு விதமான பைத்தியம்....இவனுக்கு இந்த நாட்டு மேலேயே பைத்தியம்,0,tamil
#திரெளபதி எந்த சமூகத்திற்க்கும் எதிரான படம் அல்ல...  பெண்களை பெற்ற எல்லா பெற்றோர்களுக்கும் ஆதரவான படம்.,0,tamil
தனி ஒருவன் மோகன் ஜி.   தினமும் டிவியில விவாதம் வச்சி கதறுவானுங்களே அத நெனைச்சாலே ஆனந்தமா இருக்கு.🤪🤪🤪,0,tamil
ட்ரைலரைப் பார்த்தாலே தெரியுது இது ஒரு விளங்காத படம்னு.,1,tamil
செம்ம ... தேவர் பேரவை இளைஞர்கள் சார்பாக...,0,tamil
"செருப்படி ரஜினிக்கு.. சூப்பர் kv ஆனந்த் இது தாண்ட சினிமா கேட்கமுடியாத கேள்விகளை சினிமாவில் கேட்களும் ஏன்னா அது ரீல், அதுபோலதான் சினிமாவின் ஹீரோக்கள் ரியல் ஹீரோ இல்லை ரீல் ஹீரோ ரஜினிக்கும் கமலுக்கும் புரிஞ்சா சரிதான்",1,tamil
அப்பறம் ஏன் சார் விசிக கூட்டனணிக்கு வாக்கு போடுறீங்க?  நாடக காதல் கும்பலை ஒரேயடியா ஒழிக்கனும்னு இவ்வளவு உணர்சிய உள்ளுக்குள் வச்சுக்கொண்டு ஏன்யா விசிக கூட்டணிக்கு வோட்டு போடுறீங்க,1,tamil
தென்காசி மாவட்ட சான்றோர் ( நாடார்) மக்கள் சார்பாக படம் மிகப்பெரிய வெற்றியடைய வாழ்த்துகள்,0,tamil
வெள்ளார்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்....,0,tamil
அடங்க மறு கும்பலை அறுக்க வருகிறாள் திரௌபதி.....,1,tamil
"இவளே ஒரு உச்சநீதிமன்ற திருட்டு குற்றவாளி இவிங்களுக்கு ஒரு படமா ,தமிழினத்துக்கு அம்மா வேலுநாச்சியார் படத்தை எடுங்கடா பின்பு இவருக்கு எந்த அளவு மரியாதைனு பார்ப்போம்",1,tamil
இனி அடுத்த கட்டம் சமுத்திரகனிக்குத்தான் போல.......சாட்டை 2 தோல்வி..இது எப்படியோ...ஒழுங்கா டிவி சீரியல்  எடுத்திட்டிருந்தே ....இப்போ என்னயா மொக்கை படம் பன்றே????...ஏன்டா கத்திட்டே இருக்கீங்க படம் முழுக்க...,1,tamil
இந்த திரைப்படம்   J. குரு ஐய்யாவிற்கு சமர்ப்பணம்,0,tamil
நீங்களே பேண்டு நீங்களே சப்படுங்கட எச்ச சாதி வெறி புடிச்ச கோயா கோமாகளே..,1,tamil
ட்ரெயிலர் வெறித்தனம்..குருமா குரூப் கதறல் இங்க கேக்குது ..,0,tamil
"சூர்யா ,ஆர்யா,மோகன்லால் அண்டு கே.வி.ஆனந்த்...\r \r \r ஆஹா அற்புதமான கூட்டணி....\r \r படம் கலக்கப்போகும் என்பது ட்ரைலரை பார்த்தாலே தெரியுது.....   EAGERLY WAITING FOR MOVIE RELEASING DATE.......",0,tamil
"பேரு, பணம், புகழ் லாம் எதிர்பாக்காம உண்மையா காதல் பண்ணா பொண்ணு குடுப்பிங்களா",0,tamil
பெண்ணை பெற்ற  அக்கா தங்கை என பாசத்தோடும் நேசத்தோடும் வாழ்ந்து வரும் அனைத்து குடும்பத்தினர்களின் சார்பாக என் குடும்பத்தோடு இந்த திரைப்படம் பார்க்க செல்வேன். பார்க்க வைப்பேன்..,0,tamil
"செங்குந்த முதலியார்  சார்பாக,,வெள்ளி விழா காண,,வாழ்த்துகிறேன்,,,,நாடக காதல் வெள்ளி திரை க்கு வருவது,,, வரவேற்க தக்கது,,, சாதியை ஒழிப்போம் என பொய்,,வேஷம் இட்டவர்கள்,,, இனி எதிர் நோக்கட்டும்,,உண்மையான,சாதி ஒழிப்பை,,,தமிழினத்தில்,,ஏற்ற தாழ்வு,,என்ற ஒன்று,,,இல்லை,,,தமிழ் குடிகள்,,அனைத்தும்,, ஒன்றே,,,,,",0,tamil
இது படம் குரல் கொடுப்பதை விட்டு விட்டு கடைசி விவசாயி படத்திற்குப் போய் குரல் கொடுங்கள் உண்மையான தமிழன்,0,tamil
ஒட்டு மொத்த தேவரினம் சார்பாக வாழ்த்துக்கள்,0,tamil
ஈரோடு மாவட்டம் கொங்கு வேளாளர் கவுண்டர்கள் சார்பாக மாபெரும் வெற்றி பெற வாழ்த்துக்கள்,0,tamil
தெரிஞ்ச எதிரிய விட தெரியாத எதிரிக்குத் தான் அல்லு அதிகம்  #BairavaaTeaser,0,tamil
"நாடக காதலை நான் வன்மையாக எதிற்கிறேன். ஆனால் திருமாவும், ரஞ்சித்ம் ஏன் 100 ல் 90 சாதிக்கு விரோதியாக பார்க்க காரணம் ஏன்? இங்கு 100 ல் 90 மிருகத்திடம் போட்டி போட்டு என்ன பலன்? இங்கு நாடக காதலை எதிற்கும் எத்தனை பேர் தகுதியான நீங்கலாக கூறும் தாழ்த்த பட்டவனின் காதலுக்கு சம்மதம் காட்டுவேர்!!!!",1,tamil
திருட்டு வண்டியும் திருட்டு போனும் வச்சிகிட்டு  இவனுங்க பண்ணுற அலப்பறை இருக்கே.............  பிச்சைக்காரன் மாதிரி  பள்ளிக்கூடம் வாசல்ல நின்று சின்ன பொண்ணுங்கள மயக்குவது....  மட்டி பு***,1,tamil
நாயக்கர் நாயுடு சார்பாக வாழ்த்துக்கள் வெற்றி பெறும்,0,tamil
