text,label,language_tag
"කවදාවත් නැතුව ස්ටේටස් බලලා ""Adooo "" කියලා රිප්ලයි එකක් දාලා තිබ්බම පට්ට සතුටක් හිතුණේ Hamza · 4 May 2021 ෆලෝ කරන්නේ නැති, හැබැයි තමන්ගේ උසස් පෙළ ප්‍රථිපල ට්වීට් කරලා තිබ්බ ටිව්ට්ස් ගොඩකට සුබ පැතුවා. කවුරු වුනත් ජීවිතේ වටින කඩඉමක් පහුකරද්දි බොක්කෙන් සතුටුවෙලා, සුබ පතලා සප් එක දෙනවා තරම් සතුටක් ඒ අයටත් නෑ, අපිටත් නෑ.",0,sinhala
දැන් ඇති...මෙන්න වැන්දා,0,sinhala
අම්මට #කන්න #සිගේ පුතාලට චනදේ දුන්නේ ජාතිවාදය එලියට දාල රටවල් ගිනි තියල චන්දෙ කල් දාන්න නෙවේ පකෝ. චන්දේ... URL,1,sinhala
දැන් ට කොටිත් එක්ක ........ වෙනවා ඇති නේද ? ඉතිහාසයේ ඔබ වැනි පාවා දීමක් කල කිසිවෙකු නැති බව සටහන් කර තබමු. එපා ඔබ ඔය රජකමින් හම්බු කොරපුවා ඔබේ සනුහරෙටම කන්න දෙන්න සාප වේවි ඔබට මේ කරන පාවා දීම වලට. මේ රට ආරක්ෂා කොරගත්තු සෙබළු පාවා දෙන්න තරම් කැත හිතක් ඔබට තිබුනා නේද ?,0,sinhala
එක්කෙනෙක් අත්අඩංගුවට ගනින පූලූවන්ද,0,sinhala
අංක 5 දරණ මුදල් විශුද්ධිකරණ වැළැක්වීමේ පනත දැනටමත් ක්‍රියාත්මක යි.,0,sinhala
ලබ්බ තමයි ...,1,sinhala
යකෝ පිටිපස්සේ ඉඳන් දෙවනියට ඉන්නේ පොඩි හුජ්ජ කොල්ලෙක් නේ ඒකයි ඇහුවේ. එකත් හොඳ subject එකක්. මාවත් වෙලාවක මෝහනය කරහන්,1,sinhala
එයා මට කිව්වා .. එයා මට කිව්වාආආආආඅ . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . එයා මට කිව්වා පලයන් ##@$$$ කියලා,1,sinhala
"2015දි ඡන්ද වැඩ නවත්තන්න ඕනෙ දවසෙ දවල් හංසයා ගැන කියවෙන පට්ටම ලස්සන සින්දුවක් ගියා ටීවී එකේ. ඒකේ අන්තිමට දැම්මා ""sponsored by චන්ද්‍රිකා"" වගේ සීන් එකක් එතකොට තමා මීටර් වුනේ. ඒ සින්දුව අනිත් දෙකටම වඩා පට්ට මටනම්",0,sinhala
"සැරින් සැරේට ගැස්සිලා නින්දෙන් ඇහැරෙනකොට හීනෙන් වගේ උඹ ඇවිත් යනවා දැනෙනකොට ඇහැරිලා බලද්දී උඹ ඇත්තටම මගේ ලඟ නැති කොට ඒ වුණත් උඹ ඉන්නවාමයි හිතට හැඟෙනකොට ""මෝඩී, අස්සට ඇවිත් නිදියනව හැබැයි සද්ද එපා"" ඔය වචන දෝංකාර දෙනකොට ප්‍රේමයක් කොහෙන්ද උඹ තරම් මට මං හීනෙන් පවා ඇඬුව",0,sinhala
ආණ්ඩුව තුළ දැඩ් විහුළු කාරයෙක් ලෙස හැසිරුණා,0,sinhala
"ඔහේප් ... පලයන් ..... ඒ කතාව මොකක්ද .. ? ඒ කියන්නේ යකෝ රට පාවා දෙන සිංහලයෝ අර දොන් ජුවාන් ධර්මපාල නියායද මේ අනුගමනය කරන්නේ. ගෝල්ෆේස් පිට්ටනියට ගෙනත් සියලු දෙනාගේම දැනගැනීම දඬුවම පිණිස ""හරක් ගොම"" ගහන්න යෝජනා කරමු neetwit · 9 Dec 2019 #lka #sriLanka #SriLankanPolitics #Colombo",1,sinhala
යකෝ මේ කඩවල් වල පරාට හරි බිත්තර රොටි හරි කපල දෙන්න ඉන්න උන්ට ඔක්කොටම කලින් පිහියෙන් කපන හෑටි කියල දෙන්න ඕනෙ. යකො මුන් කපල තියෙන විදිහට එක පොඩි කෑල්ලක් අත්ට ගත්තම මුලු රොටියම අතට එනව රෙද්ද,0,sinhala
ඒ කියන්නේ ඔයා දැන් හෙන නාකි පොරක්,1,sinhala
ආගම විකුණලා මාකටිං කරන වේස හැත්ත. අයිෆෝන් වලටත් හදලා ඔහොම එකක් දැම්මනම් හමන්නලා ගන්නේ,1,sinhala
"තනියම යද්දී නම් කමක් නෑ. අම්මත් එක්ක යද්දී ජෝඩු දාලා යන යාලුවෙක් පහු කරන් ගියාට පස්සේ අම්මා බලන බැල්ම තමයි ඉවසන් ඉන්නම අමාරු Lady Boss · 17 Apr 2021 ඕන දුකක් ඉවසන්න පුලුවන්.. ජෝඩු දාල යන යාලුවො , පාරෙදි මූණට මුලිච්චි වෙන එක ඇර..",0,sinhala
ඉඡූ කියනකොට ඉරාඡ් දිව එන්නේ එක පිම්මට කුණු රෙදි ටික හෝදන්නේ නැට්ට වනා දෙන ගූ හැලි ලෙවක⁣න්නේ මැදමුලනේ කලු බල්ලා උඩු බුරන්නේ කටිටියම කවියක් කියමුද? #irajටකවියක් #කවියෙන්කවිය The following media includes potentially sensitive content. Change settings View,1,sinhala
ඒ වුනාට ආදාහනය කලොත් මැරෙන අය ස්වර්ගයට යන්නේ කොහොමද.,0,sinhala
අර ලබ්බ බලලා දැන් නිදිමතයි පාල · 19 Mar 2021 දැන් නන් නින්ද යනවා,1,sinhala
ට හුක අපේ උන් 2nd innings එකත් සෙල්ලම් කරනවා කියහන්කෝ එකත් කැතම ඕපනින් පාර්ට්නර්ෂිප් එකකුත් එක්ක අනේ දෙවියනේ... URL,1,sinhala
යාළුවා කියලා හිතන් සර් ගේ ඔලුවට රෙද්ද දාලා නෙලන එක වෙනමම ආතල් එකක් බන්. #childhoodmemories URL This Tweet is unavailable.,0,sinhala
ඇයි bro? Dictator film එකේ වගේ ඔයා ඔයාට කැමති දෙයක් කරන්න. ලංකාවේ දේශපේමී ජනතාව ඒක justify කරනවා ඔයාටත් වඩා හොදට,0,sinhala
#Youtube එකේ මැච් එක #live දෙනවා මැච් එකට වඩා පට්ට යන comments,0,sinhala
"Follow කරන අය විතරක් reply කරන්න ඕනනං බුකියට වෙලාම ඉන්න plis. කවුද යකෝ මෙහෙම නීති හදන්නේ? ට්විටර් පරුමක · 28 Sep 2019 කවුද බං උඹ? මම උඹව ෆලෝ කරන්නෙත් නෑ, උඹ මාව ෆලෝ කරන්නෙත් නෑ. පැත්තෙන් දෙන්නේ නැතුව හිටපංකෝ බං. උඹට ඕනේ දේ උඹේ එකේ කියාගනිං මගේ රෙද්ද අස්සේ රිංගන්නේ නැතුව.",1,sinhala
මෙතන study area එකෙ ජුන්නො පිස්සු හැදිලා වගේ පාඩම් කරනවා. අපි සෙකන්ඩ් ඉයර් එක ගොඩ දාගත්ත විදියට කරන්න නම් මුන් හීනෙක්න්වත් හිතන්නෙ නැතිවෙයි. නැද්ද ඩිංගිරි?,0,sinhala
මාත් අද ට්‍රේන් එකේ දැක්ක නාකි ලොක්කෙක් රටකජු කවරෙ රේල්පාරට විසික් කරනව.මාත් කල්පනා කරේ ඕකුන් ටික මැරිල ගියාම ඉතුරු වෙන පරම්පාරාවෙ ඔලුගෙඩි ටික හැදුවනම් හරි එයාලව වෙනස් කරන්න මහන්සි නොවී..මොකද කොච්චර කිව්වත් ඒ මිනිස්සුන්ගෙ ආකල්ප වෙනස් කරන්න බෑ,1,sinhala
"හිතේ හීන ටික පස්සෙ බලන්න හරි මං පරිස්සම් කරනව.. හිත අස්සෙ ගිනිකඳු පිපිරුණත් දුමක්වත් එළියට නොදා ඉන්නව.. දම්පාට හවසක උඹ ඇවිත් තමුසෙ නම් මෝඩයෙක්මයි කෝ මගෙ බටූස් මෙහේ එනව කියනකල්ම සද්දවහලා ඉන්නව.. එදාට, අර නොකියපු දේවල් උරහිසට බරවෙලා කියනව එතකල් උඹෙ පොඩිඑකී ඔව් මං මෙහෙම ලියනව",0,sinhala
අනුන්ගේ යහපත උදෙසා ක්‍රියාකිරීමට යාමෙන් අනුන් සමග තමන් තිබූ හොඳ හිත පළුදු වන බැවින් මින් පසු එම ගොනා සාධාරණ මිළකට විකුණමි.,0,sinhala
දැන් CW කොපිකරන්නෙ ඉන්දියන් සෝප් ඔපෙරා මොඩ්ල් එක. කැත නැතුව ඩබ් කරලා ලංකාවේ 7-10 බෙල්ට් එකේ දාලා පෙන්නතෑකි.,0,sinhala
"අම්මට දුක හිතිලා ඊට පස්සේ private කැම්පස් එහෙකෙට යැව්වා. සල්ලි තිබිල නෙමෙය් ඒත් ඉගෙනගන්නත් එපැයි. ඊට පස්සේ ගියා leadership camp එහෙකට. එතන හොඳටම rag වුනා. මොකෝ කොළඹ එවුන් පෙන්නන්න බැහැනේ. ඊට පස්සේ කැම්පස් ආවා. අවුරුදු 4ම rag වුනා. 'වේසි' ලු, 'බැල්ලි' ලු. ඔවා අහගෙන ඉතින් හිටියා.",1,sinhala
ළමා අපචාර කරන උන්දලගෙ බිජ්ජ කපලා කව්වන්න ඕන උන්ටම.. මූසල බල්ලො... මොන කාලකන්නිකමකට ඉපදුනාද මංදා,1,sinhala
"තකහනියේ ගෙනෙන ව්‍යවස්ථාව ඇතුලේ මේක නැතැයි කාට කිව හැකිද ? මේ මී හරකා ව්‍යවස්ථා සම්පාදන කොමිටියේ ඉන්න එකෙක්,... URL",1,sinhala
අඩො වයි බන් ඇයි ඔයා මේම,0,sinhala
මගේ බඩ තඩි නැහැ බොල සික්ස් පැක්ස් වලට තව තුනයි අඩු අනික් උන්ගෙ බඩවල් දැක්ක නං උඹ කලන්තෙ දායි තිමිර නලින්,0,sinhala
උඹත් පලයන්.. එහේ... ගැලපෙන්ව,1,sinhala
කොන්ද පණ තියන පිරිමි ආන්ඩුවක් ආවනම් බදියුදීන්ව අත්-අඅඩංගුවට ගනී නෙහ්! කොහෙද ඉතින් අඬන ජනාධිපති කෙනෙක් ඉන්න පොන්න ආන්ඩුවක් නෙහ් තියෙන්නේ! මෙච්චර මේ ගෙ අස්සෙ කෙල්ලෙක් දූශණය වෙලා පිච්චිලා මැරිල(මරලද දන්නෙ නැ) පාස්කු ප්‍රහාරයටත් චෝදනා තියනවා දැන්නම් හිතෙන්නෙ ඒවත් හරි ඇති කියල!,1,sinhala
"කරුනාවන්ත , සිරියාවන්ත අම්ම කෙනෙක් . ඔබ වාසනා වන්ත පුතෙක් .",0,sinhala
ඒක ඉතින් උඹලා කියන්න ඕනි ඈ... නොදකින් ! අවුරුදු 15 ගණුදෙණුකරනවට ගහන්න ඕනි අපිට මඩුවලිගෙන්,1,sinhala
"රටේ ජනතාවට හෙන ගැහුවත් මුන්ට ප්‍රශ්නයක් නෑ, විදේශකයො ගෙනැල්ල සාක්කු පිරෙනව නම්.",0,sinhala
පොරත්වය ලබා ගනු වස් උප්පත්තියෙන් උරුම කර ගත් ගොන්කම ප්‍රදර්ශණය කරන්නාවූ හුජ්ජ ලොල්ලෙක්.... #lka URL,1,sinhala
කෙල්ලෝ පස්සේ යන වෙලාවේ පලයන් චූන් පාන් එක පස්සේ අඩුම තරමේ පාන් වත් කත හැකි. . .,0,sinhala
බහුතර ජනතාවගේ එක් පැතුමක් එසේ ඉටු විය.,0,sinhala
"ඩීල් දාස ඔයා කොහොමත් නෝන්ඩ් වෙලානෙ හිටියෙ, Minister Post එකටත් ටික කාලයක් කෙලවෙලා නේද තිබුනෙ. ඔහොම තමයි ගොඩයන්න ක්‍රමයක් සෙට් වුනහම, #PoliticalDrama #PolitcalCrisisLK #CoupLK #LKA",0,sinhala
පිස්සු නියතයක් නෙවේ හැමෝටම පිස්සු නැනේ ලඝු වලින් පිස්සු මනින්නේත් නැනේ .එක නිසා මාන තියෙන්නත් පුළුවන් නැතිවෙන්නත් පුළුවන්,0,sinhala
බලන්නකෝ ජනාධිපතිගේ වැඩ,0,sinhala
+මිස් මිස් -ඉන්නව පොඩ්ඩක් පාඩමට අදාල දෙයක්ද +නැතුව මිස් වක්‍රව අදාල දෙයක් -ආ කියනව මොකද +මිස් ඉස්සරහ ටික ඩයි කරල පැත්තෙ ටික ඩයි කරන්න අමතක වුනා නේ - පලයං තොට පංතියෙ ඉන්න බැරිනං මුං වගේ එවුන් නිසා තමයි අනිත් ළමයෙක්ටවත් ඉගෙන ගන්න නැත්තෙ තමුසෙ කී වෙනියද මේසැරේ #NotInYourSchoolClass,1,sinhala
40 others ඒ ගැන දෙපාරක් නොහිතන්න කිසිදු දිනක මිලේච්ඡ LTTE සංවිධානයට සුදු හුනු නොගාමි ඒය ශාපයක් ඒ නිසා ඇතිවුන වේදනාවන් කවුරු හරි වෙන්දෙසි කරනවා නම් ඌ ශ්‍රිලාංකිකයකු නොව අවජාතක පරයෙක්මැයි.,1,sinhala
මහින්දගේ රෙද්ද අස්සේ දෙහි ගෙඩි 3 යි හොඬල අලයයි URL,1,sinhala
සිරාවටම දැන් හිතෙනවා අපරාදේ ගියෙ නඅත්තෙ කියලා..ගියිනම් ඔය හුත්තලාට හුකවලා එන්නෙ පක්කුන්ට.. අප්පච්චි ඇතුලෙ වෙන කේස් දන්න නිසා යන්න එපා ක්ව්වාකැම්පස් වල ඉන්නෙ දැන් මානසික ලෙඩ්ඩු ටිකක්..අසහනකාර පොන්න හැතිකරේ,1,sinhala
හිරුවා මට බල්ලා කිව්වා.මගේ ඇගේ මැක්කොත් ඉන්නවා කිව්වා දුකයි. ඉම්හි ඉම්හි,0,sinhala
ඌ සේරම කොල්ලො ටික බ්ලොක් කරලා කෙල්ලොන්ට ටෝක් දිදි යනවා කැරිම පිරිමි තමා.මුන් වගේ වේස කදන් අරුන්ගෙ මෑ ඇට ලෙවකන්න යන නිසා තම් sri lankan twitter pretty young girls ගගා උනුත් මේකෙ හැමිනෙන්න එන්නෙ,1,sinhala
ඇති යන්තම්... දැන්වත් ගස් ගල් ඇළ දොළ ගංගා පර්වත කඳු මුදුන් මූදු පතුල් පාර තොට අහස පොළොව පීරන එක නතර කොරයිනේ...,0,sinhala
මාර ගොං කතාවක්නෙ අයිසෙ. වේටරයට පඩි ගෙවන්නෙ නැත්නම් ඌට අපි ගෙවල හරියනවද? NowThis · 7 Apr 2021 This bartender worked 70+ hoursgot a $9.21 paycheck. ‘This is why you tip.’,1,sinhala
"ඇත්තටම මොලේ ඇති වැඩක් කියලද කිව්වේ , නැත්තන් ගොන් වැඩක් කියලද කිව්වේ කියල හිතාගන්න බැරුව ඉන්න මම",0,sinhala
හුත්තෝ හොරු අල්ලන්න ආවනම් හොරු අල්ලන්න ඕන.එහෙම නැතුව උබලගේ කාලේ උන හොරකම් වහගන්න ඌ අරූගෙ wedding එකට ආවා මුගේ wedding එකට ආවා කියලා ගොන් පෝස්ට් දාදා ඇත්තටම මේ ආණ්ඩුව කරපු දෙයක් නම් නෑ එක එකාට මඩ ගහපු එක ඇරෙන්න.අවුරුදු 4ට එක හොරෙක් අල්ලලා හිරේ දැම්මද?ඇවිත් ඊටත් වඩා හොරා කෑවා.,1,sinhala
"හෙහ් හේ ! • NaVe∃n MaYanThA · 22 May 2021 රටේ හරි විදිහට අපක්ෂපාතීව, නිවරදිව News කියන මාධ්‍ය ආයතනය කුමක් ද ? ( මිනිස්සුන්ට සත්‍ය පවසන මාධ්‍ය ) #lka Show this poll",0,sinhala
සෞඛ්‍ය උපදෙස් අනුගමනය කරන්න ඩාලින්,0,sinhala
"අැයි හද්දෙයියනේ අර ජනාධිපති අාරක්ෂක ජීප් එක ලයින් කපන් ගිහින් හැප්පෙනවා ඔයගොල්ලෝමනේ දැම්මේ, ලොල්",0,sinhala
ඒසී රිමෝට් එක වැඩ නැහැ . පට්ට රස්නෙයි. #නින්දයන්නැහැSL,0,sinhala
තොට ඇත්තන ඇට කැවිලද ගොං වස්සියෙ කොටි බෝම්බ ගහල මිනිස්සු මරනකොට උඹ හිටියෙ රුවන් තොටිල්ලෙද බොල URL,1,sinhala
සඟවා ඉමොජියේ දුක පෙන්නා කොල්ලා ගලවා දැමුවද ඇදිවත ඔය ගොල්ලා නරකයි එහෙම කෙරැවානම් තොපි හොල්්ලා මුල්ලෙන් තියනවා රිදවූවොත් මල්ලා 🅒🅗🅐🅝🅓🅤 · 15 Jun 2020 හොඳ වෙලාවට ඉමෝජිස් තියෙන්නෙ නැත්තං සමහර වෙලාවට හිතේ දුක හංගගන්න අමාරුයි,0,sinhala
සෙට් එකක් තැන හිතේ හැටියට කුනු දාන්නයි තා සෙට් එකක් ඒ කුනු අයින් කරල පොටෝ ගහල එෆ් බී දාන්නයි.. මේක හරියන් නෑ. . චීනෙදි වගේ පොලීසියට දිග බැටන් පොලු දීල ටොපියක් බිම දැම්මත් ගහන්න ඕනි පස්ස ඉදිමෙන්න.මතක හිටින්න..,0,sinhala
"අනාගතේ කියන්නෙ අපැහැදිලි විකාරයක්, චුටි එලියක් දිහා බලාගෙන හෙමින් ඇවිදන් යන එක තමා කරන්න පුලුවන්,පස්ස හැරෙන්න හිතුනත්, එපා, අර පොඩී එලිය උඹෙ හීනෙ වෙන්න පුලුවන්, හැබැයි පරිස්සමින් අර හපන්න පුලුවන් Location - Colombo #photography #LKA",0,sinhala
කරන කුපාඩි වැඩ ඔක්කොම කරලා උපන්දිනයට ආගමික වතාවත් කරානම් හරියයි කියලා හිතෙනවා... බූරු රැල... ඕකව අගමැති කියලා කියන්න පිට කොන්ද නැති නිර්ලජ්ජිත මාධ්‍ය.,1,sinhala
සොට්ටෙයාර් එකක් සල්ලි දීලා ගන්න ආන්ඩුව ලෝබයි. නාකි පොප්සියො උස පුටුවවලට යැව්වම ඕවා ලේසියෙන් වෙන් නෑ.,1,sinhala
"""එක පිරිමියෙකු ඉල්ලලා පාරේ 'කුණුහරුප කියන් ගහා ගන්නා' අපේ මෝඩ අක්කාලා ගේ වැඩ කැලි ටික හොරෙන් කැමරාවක සටහන් කරගනී"" URL",0,sinhala
නොදකින්..මේ වගේ කිසි වගකීමක් නැති කාලකණ්ණි ජඩ මාධ්‍ය නිසා තමයි ලoකාවට කෙලවෙලා තියෙන්නෙ..,1,sinhala
මුසලයා අරෑ අවුට් උනා බං,1,sinhala
සිස්ටම් එකට නමක් දාගන්න..වහාම සම්බන්ද වන්න.. Eg- හුජ්ජ පොඩි එකා,1,sinhala
අද 15 නෙවෙයි ද,0,sinhala
පස්ස තමයි ලොකුවට පෙන්නන්නේ,0,sinhala
ඒක තමයි ඕකට එන අයව අඳුන් ගන්න අමාරු.,0,sinhala
අද එංගලන්තෙට 500ත් පොසිබල් කියලා ග්‍රෑම් ස්වාන්කාරයා කියනවා වල් පරයා හිතේ ඇති 500ක් ගහන්න! අපි මුලින් ගහලා තොපිට 150ත් පොසිබල් නැති කරන හැටි බලන් හිටපං අවලම් බල්ලා,1,sinhala
කහපාට රෙද්දකින් තඩි පීප්පයක් ඔතා තිබූ ඒ අවස්තාව,0,sinhala
: හම්මට හුඩු !! : අඩො අඩො. මේ බලපංකො මේක : අහ්... ඇයි බං? 󾌴󾌴 URL,0,sinhala
අනිත් එවුන් පැයෙන් එන දුර අර පරට්ට ඩ්‍රයිවර් කාරයා පැය දෙකක් ආවනේ ටෞකන්ඩ!,1,sinhala
#FavoriteBuwa ඒක පට්ට! තරුණ අයියලගෙ හැකියාවල් හඳුනගෙන ඒවට නිසි තැන දෙන්න ඕනෙ..,0,sinhala
තෝ මොනාද කිව්වෙ?,0,sinhala
රටේ ආරක්ශාව පෙර පරිදි තහවුරු කර ඇත්නම් වැසූ ආයතන හා අනෙකුත් පොදු ස්තාන පෙර පරිදි වැඩකල යුතු නොවේද.. මහජනතාව මෙලෙස අපහසුතාවට පත් කිරීමෙන් අන්වශය පීඩනයක් රට තුල නිර්මාණය නොකරන්න... SL gov can u open back ur all services if security is ensure in country..,0,sinhala
"එහෙම වෙන්නැතුව මෙහෙම වෙයන් කියල තියෙන පෝස්ට් සෙයාකරන උන්ට දාන්න ""අනේ හුකාගනින්"" කියල.. තඩි ඉමෝජි කමෙන්ට් එකක් එනෝ නම් මරු..",1,sinhala
බලලා ට්වීට් කරපන් පකෝ,1,sinhala
"මොකටද....??? ""ජනතාවට දැනැන වෙනස"" කරපු එක කියල දීල ගම්වල ගිහින් මෝඩයන්ට පහදල දෙන්ට කියන්නද...???",1,sinhala
"""එළ හරකා - මී හරකා ආර්ථික ප්‍රතිපත්ති"" සහ ඩොලරයට සාපේක්ෂව පහළ වැටෙන රුපියල bbc.com ""එළ හරකා - මී හරකා ආර්ථික ප්‍රතිපත්තියක්"" - BBC News සිංහල ශ්‍රී ලංකා ආර්ථිකයේ තිබෙන ව්‍යුහාත්මක දුර්වලතාවක් හේතුවෙන් රුපියල අවප්‍රමාණවන බව ආර්ථික විශ්ලේෂකයෙක් පවසයි.",0,sinhala
ඕකා සිංහල දන්නේ නෑ නේ මං හිතන් එකා හිතන් ඇති ගොබ්බයා කියන්නේ පට්ට නමක් කියලා,1,sinhala
තිදරු මවකට විල්පත්තුව කැලෑවේදී නරුමයන් දෙදෙනෙක් කරපු කැත වැඩේ - Hiru Gossip URL,0,sinhala
මස් නොකන හරකා මස් කන බල්ලා දෙස උපේක්සාවෙන් බලයි.. මස් නොකන මිනිහා මස් කන මිනිහා දෙස ඉරිසියාවෙන් බලයි.,0,sinhala
"කෑම හදන කඩවල්වල,ආප්ප හදන කෑල්ල විතරක් ඇයි එලියෙන් දාන්නේ",0,sinhala
අතලගනේ බන්. අවුරුද්දකට සැරයක්වත් පලයන්. පොඩි එකා අරන් පලයන්.,0,sinhala
එක රටක් එක නීතියක් පුහ්ංංංංංංංං,0,sinhala
ඔය පොස් කියල කියන උන් ඉස්ටේටස් මේන්ටේන් කරනව කිව්වහම හෙන ලොකුයි... පට්ට. හදිස්සියෙ හරි අපි ඉස්ටේටස් මේන්ටේන් කරනව කිව්වොත් ඒක අපේ ලොකුකම... අලි ඔලුව සහ ගොංපාට්. අනේ ඔය ලොජික් අරන් පලයන් මහත්තයො යන්න.,0,sinhala
නැ නැ බොල මටත් මේ සීන් එකට කැමති කෙල්ලෙක් එක්ක affair එකක් තිබුනා ඒකි වෙන කෙල්ලෙක් එක්ක සෙට් වෙන්න කලින් ඒම වුනාම කොල්ලෝ පෙන්නන්නම බැ,0,sinhala
බිජ්ජ ඩයිනෝසර් වගේ කියන එකට,1,sinhala
කෙල්ලෙක් සෙට් වීගෙන ආවා. නුවර කෙල්ලො තමයි ලස්සනම කියල විතරයි කිව්වෙ ඒකි හොයන්නත් නෑ,0,sinhala
ඇමතිට මාධ්‍ය සන්දර්ශන ඕනද ඕකට එක දුරකථන ඇමතුමක් දුන්න නම් කරන්න තිබ්බා නේ. ජන්දය බලාගෙන කරන සන්දර්ශන.,0,sinhala
", මොංගල්ද ඩාලින්",1,sinhala
කයිය විතරයි.. පාර මැද ත්‍රීරෝද රථ සංගම් සභාපති ඝාතනය වුණා.. නීතිය වල් වැදිල,0,sinhala
ඇඟේ දුවන්නේ මොන ලේ ද කියලා වැඩක් නෑ..මේ රටේ දියුණුවට උඹ උදව් කරනවනම් උන් ලක් අම්මගේ දරුවො ..ආගම ජාතිය මොකක් වුනත්. #මේ රටට මේ පොළවේ මිනිස්සුන්ට වෛර කරනවනම් අයහපතක් කරනවනම් ඇඟේ දුවන්නේ මොන ලේ උනත් ඌ අවජාතකයෙක්..,0,sinhala
ඉස්සර කාලෙ සිගරට් බොනවා කියන එක හෙන රෙස්පට් දෙයක්.කෝට් බෑයක් ඇඳලා සිගරට් එකක් බොන ෆොටෝ ගෙවල් වල ඉස්සර හරි තේජසින් තිබිලා තියෙනවා,0,sinhala
වැසිකිලියෙ ඉන්නගමන් instagram එක බැලුවා බඩ ටිකක් බුරුල්වෙන්න කියලා. අර මෝඩ පේජ් කාරයොන්ගෙ insta account වලින් මිනිස්සු ට්‍රිගර් කරලා තියන හැටි දැක්කා. යකෝ ඒ ගොන් සිපයියොන්ට ඕනෙ likesreach. අපේ ගොං වාහෙලත් පෝලිමට දෙහි කප කප reach එක අරන් දෙනවා.,1,sinhala
ලංකාවේ බෝල ඇහිදින්න දාපු පොඩි කොල්ලා බෝලේ අල්ලලා දාන්න යද්දී විරාත් කෝලි කරපු කැත වැඩේ - Video... URL,0,sinhala
ඉයා පොප් තිසර උබ දැන් බඩුත් ගහනවද?? — feeling කොලු බඩුව at Gurukula URL,1,sinhala
රටේ දියුණුව සදහා කෙරෙන දෙවල් ජනතා අයිතියට දෙනවානම් එය විවෘත කිරීමට දෙශපාලකයන්ගේ මැදිහත් වීම අනවශ්‍යයි නේද ?????,0,sinhala
යාලුවෝ ඉන්නව නමට මුන් තු නොදකින් @$@#$#,1,sinhala
අෆ්ෆද බොල. රැකගන්න 'අපේ දේ',0,sinhala
