text,label,language_tag
Lighta adanga maaru bgm maathiri theriyuthu,1,tanglish
இன்றைய நவீன அரசியல் திரைப்படம் You choose the best flim  ALL THE BEST ILLAM PUYAL,0,tanglish
"Sivan aasiyudan Agniyil pirantha veera rudra Vanni maharajavin vazhi vantha vaniyar kulam sarbaaga thowpathi thiraipadam vetriyadaiyavum vanniyar perumaikalai innum pala thirai kaaviyangal uruvaagavum vaazhthukkal   Vanniyar vazhi vantha  Ungal  Sandiyar Krish  (A.Krishna Moorthy DCT,BE,LLB..,)",0,tanglish
"Athana patha, thala thalapathi..  Athu thane ulaga valakkam.",0,tanglish
Nee vaa...diwaliku unna meet panren...by bigil verithanamana veriyan,0,tanglish
Sema paa super  Jiiva  like it,0,tanglish
moodevi rakul preet irukaala ... padam velanguna maari daan,1,tanglish
Aani vear la erunthu aramikkurathu tha azhagu super surya anna,0,tanglish
U1 bgm Hero trailer-Comment Ar Rahman bgm bigil-Like COUNTDOWN STARTS NOW#,1,tanglish
Bigil update vidura time la ...🤗trailer release panna paathiya ....,1,tanglish
"Petta , viswasam Mass movies ellam onna vantha epadi  veetula kaasu tharamatanga bhaa epadi padam pakurathu!!",1,tanglish
sathigalam kidaiyathu oru mannum kidaiyathu konjam pazhanthamizhar meri vaazhunkada thamizhanai iru thamizhukakau iru,1,tanglish
Chiyaan vikram sir i like u r costume i like u r moment,0,tanglish
1996 la rajini yanga da arasiyal ku varen nu sonnaru....DMK+TMC alliance ku support dhana da pannaru...andha aalu thirupi yadhuvum kekamataru nu avan avan kalaikuran.,0,tanglish
.uyarntha sathi nu sollaravan  inathukku  6 arivu kidaikkum varai  India uruppadath Manithan 6 arivu petravan. sathithan perisu nu sollaravan oru arivu kooda illathavan .,1,tanglish
I like this song   Ossssam movie,0,tanglish
Vera level teaser na adu edu dan,0,tanglish
Semma acting surya anna I love you surya anna innum trending no1 kaappaan teaser,0,tanglish
STR FANS SHOW UR MASS BY LIKING THIS COMMENT. STR MASS . IN THIS WHOLE TRAILER STR SCENES  ARE FABULOUS  ...,0,tanglish
Padam asuran madhiri oduna na motta adichikuren,1,tanglish
Awaiting... Aiyo teaser semmaya iruke! <3 loved it... #ashokselvan #OhMyKadavule,0,tanglish
Petta superstarKu nanum fandhan but nan vijay anna fan,0,tanglish
neegro kila kunicha wig paranthurum ithula munji  ku rose powder vera,1,tanglish
Dislike ethuku da poduriga . Teast ellatha people...,1,tanglish
Sahoo teaser ah namma break pannanum,0,tanglish
"Vera leval bro, unmaiya sollurainga super bro",0,tanglish
1:42 par thoda vfx ki kami lag rhi h bhai,1,tanglish
Yov vera level la yeduthurkingayaThat kizhinji pona jeans,1,tanglish
Thala thala la la la la song is awesome,0,tanglish
Nee mothurathu enkitta illa..eman kitta..mass mass,1,tanglish
50+ Times..!!   STR  VJS  Arun  Aravind,0,tanglish
Thala dialogue delivery vara level marana waiting NKP movie,0,tanglish
Thalaivar Dhanush kola Mass #Asuran,0,tanglish
Inga heartily wishes comment pani like vaganumnu avasiyam illa nalla iruku appreciate panurom unaku pudikalana sethupo,0,tanglish
"Neenga ellarum jaadhi Veri pudichi kadharum podhu dhaanda indha sanginga marupadium paarpan munnadi nammala adimaya vachirukuradhuku nalla help pandringa .... Aana onnu evanum Tamil patru kidayaadhu adha vida jaadhi Veri dhaan mukkiyam devar,ambetkar ivanga kooda indha madhri jaadhi Veri pudichi theiriyala ellarum onna irukanum nu dhaan aasa patanga aana neenga dhaan da avangalaye Oru jaadjikula adachi unga arasiyal labathikagavum suya perumaiyagavum use pannikureenga",0,tanglish
Trailer pathu veri aetha varavanga yaravathu..??!! Waitinggg,1,tanglish
Ne nala actor than othukura ana thalapathy kuda poti podra alavuku ne avlo periya aley illa,1,tanglish
Hey vera level irukiya trailer. Treat for 90's kids,0,tanglish
Rajini nai epa irunthu emathuranu therithu,1,tanglish
Namba Achi Varum la ?....Varum Paru,0,tanglish
Here before 1000  views,0,tanglish
Nangalum kola gandula irukom movie paakka,0,tanglish
Serial la nadika vendiyavan innum film la nadichikitu irukan,1,tanglish
Unmaila suthantharatha British kiterundu vaagi arasialvadhiku koduthutom,0,tanglish
Namba Pullaingo yella Ipo ingatha erupanga. Thalapathy 64 Director la,0,tanglish
My support for this movie by kongu vellala goundersss (Namakkal ),0,tanglish
Mothathula viswasathuku bulb kudukkurathukagave yedutha mathiri iruku,1,tanglish
massive cut jai #thala JAI #pspk,0,tanglish
thalivaaaa cool i go to cinema,0,tanglish
Surya Annan and Mohanlal sir,0,tanglish
Happy Diwali force ....Merattala irukku po....,0,tanglish
Batsman movie la scene eduku copy panirkinga,1,tanglish
I sponsor 100 tickets for my friends,0,tanglish
Pink ku compare panne idhu oru mokka,1,tanglish
Ithana time naan yendha trailerum ipdi paathadhilla🧐🧐🧐🧐,1,tanglish
Thala mrg mutha unatha first pakura gud mrg,0,tanglish
dai punda pudikalana odi poiru una yaru nakka sona,1,tanglish
Enna da light ah #kanidhan padam vaada vardu 🤣🤣🤣🤣,1,tanglish
Thalaya minja evanum enga ella thala than king maker,0,tanglish
"After seen Bigil trailer , better be in jail kaithi",1,tanglish
Padaam pathuty vanthutu trailer pathavanga oru like poduga,0,tanglish
Police karan kudumbatha govt pathukum unoda pillaya yaru na pathupa#Kaithi intense trailer sure BB & Tough competition @Bigil,1,tanglish
semma mass pokka super  super star vijay anna da,0,tanglish
Vijay sethupathi chlm kutty.. .. Ummmmmmmmmmmmmmmmmmmm,0,tanglish
Super Enga Thala pakka mass cfrm vera leve,0,tanglish
Indha Diwali peria Sambavam pannum pola Kaithi Karthi attitude,1,tanglish
THALA vaera level   Summa adhuruthu,0,tanglish
Thavam trailer ah Vida petta trailer super.....,1,tanglish
etho irukku after citizen thalai yoda Argument semma waitinggggggggggggg Thala is Back,0,tanglish
Our next non stop at 10M views n 600K likes sikkirema Suriya veriyans,0,tanglish
Tharpothiya nadaimuraiku thevaiyana oru padam  Vetri pera vaalthukal Mohan ji,0,tanglish
Kinda reminds of tamil movie jil jung juk,0,tanglish
Petta parraaaaakk like for petta - comment for viswasam,0,tanglish
Vijay Sethupathi ke ino build up panirkalaam,1,tanglish
"Trailer eh paakum pothu purithu, Thalapathy64 Semmaya irukkum pole",1,tanglish
Theme parthutu again trailer parka varavanga mattum like pannunga,0,tanglish
That padipu dialogue.... Get ghoosbumbs..... Azhiya Selvam...,0,tanglish
just 88k likes to reach 500k likes,0,tanglish
Rajini ku etha veda பெரிய kevalam 1um irukaathu,1,tanglish
ethukku DA  naye katthara pundamavane surya,1,tanglish
Romba waitingla irukum sikkiram release pannunga ....!,0,tanglish
1:20 Teejay va yaarellam notice paneenga?,0,tanglish
Sarkar padam nov 29iku mel odathu aduku iduthan proof,1,tanglish
Entha theyuudiya payana da dislike poduran enna pundiku da nee pakkura otha kuthi,1,tanglish
Ivanlam oru aala nu soldravanga like pannunga,1,tanglish
"2017 Dec munnadi, thalaivar naan arasiyaluku varuven  nu sonna oru video proof uh kaatunga  ?",1,tanglish
0.58 to 1.16 Super Lover Boy Rajini..........,0,tanglish
Padam veliya vanthaa hit... And win,0,tanglish
akshay kumar as shiva kumar,0,tanglish
Vikram sir efforts are best but stunts scenes nenacha dhan bayama iruku,1,tanglish
Mass thala  yuvan bgm,0,tanglish
Namma tamil cinema vooda getha kattanum,0,tanglish
Marana mass intha Diwali entha padam vanthalum Naan kaithi ku than poven,1,tanglish
Kangana Ranaut is my fav star,0,tanglish
Pods Thaathaa  Mokkaiyaa Irukku,1,tanglish
Ponniyin selvan aka CCV vjs-Vanthiya thevan Aravindaswamy-athitha karikalan Arundel vijay- arul moli varman.,0,tanglish
dis like panna thaviteya mavangala unga amma va oru than othu gitu iru pan avana poi pannunga,1,tanglish
Marana mass ah irukke...song um trailer um...saavadi,1,tanglish
Sarr  wow  super  super  movie   kartik sar,0,tanglish
Best trailer ever seen after Vijay trailers,0,tanglish
Oruthar mela neenga viswasam katrathukaga innoruthara en neenga asinga paduthureenga. vera level thala,0,tanglish
all sombu nakki ithuku protest pannuvangale,1,tanglish
Erukura unmaya  sonna Yanda ungalukula kovam varudhu,0,tanglish
Penmaye..! Entha soolnilayilum parai pandrigalai nambi sendru Vida vendam..!,1,tanglish
Onnum puriyala aana Editing seema. Mass teaser.,0,tanglish
is it manivannan in 0:26 ???,0,tanglish
Neenga sariya vela seiyalana enga kudadhaandaa varuvalunga,1,tanglish
viluppuram enga mavattam athula nallathu athikam. ellarukku thirumbau nenikira sollama ma solra.pada,0,tanglish
yaaru evan galaxy star vimal maari irukkan,1,tanglish
Psycho movies Tamil la yum iruku daaw,1,tanglish
"Hahahahahahaha now you tube is now fire.., chiti 2.0 loaded",1,tanglish
Thotta therika therikaVetta vedikka vedikka Varanda....THERI..........Mass thalaivaaaaaaa,0,tanglish
Surya Ku pair illa ya ?,0,tanglish
#Teaser_na_ipdi_irukanum   bangam...  Thalaivaa...block buster aagaaa vaazhthukal...,0,tanglish
"I watched more than 20 times ....semma verithanam......naaga komban,marudhu apdinu padam edutha jaadhi padam.............o..a kabali kaala padam yedutha puratchiya.........saavungada......gomala...poththikitu iru Movie background colour, tat silambam scene t-shirts and font color shows the vanniyar kulam flg colour..........respect from devar kulam........padam miga periya vetri pera vazhthukal.....",1,tanglish
super...duper..hit..   i like it,0,tanglish
70k like and 70k views,0,tanglish
Padam oothapoguthu... Niraya  padam intha maari vanthu poiduchu,1,tanglish
Yarukkellam aanadhi speech modulation Pathu y blood same blood mind la vanthuchu,1,tanglish
Oruthar mela visuvasam kaatrathurkaaga inoruthara Yan asinga paduthiringa ... Sema thala,0,tanglish
Poga da madda nallave illa su,1,tanglish
Kudumbatodee nanga nadu rodilee nendalum aduk Karanam nee madum tha : I cannot find seriousness,1,tanglish
60K likes left 500K likes faster guys speed ethengge,0,tanglish
Bgm my fav Beethoven fur Elise,0,tanglish
3:22 OPS Theriyum athu yaaru OOPS🤔,1,tanglish
Kavalam mulamaha siruthaya adithu oda viitar athupola kaithi bigil mulamaha oda vida pohirar illaya thalapathy vijay,1,tanglish
Innumada chaathi ya pudichi thonguringa.... Nammala chaathi sanda poda sollittu vada Indiana fulla Tamil Nada    pudikka mudivu pannittanunga,1,tanglish
Pongaluku aattamum irukku allaparaium irukku  Yar yarku purunchu avunga mattum like pannunga,1,tanglish
That bgm goose bumps.. ring tone vaika poran,0,tanglish
Ethirpartha aluvuku illa trailer apurum Vijay Sethupathi ku kaga pakalam super star mass illa intha padathulaa koncham kamipanitingaa,1,tanglish
0.48 dhanush Anna acting beast level nu solravanva like ah podunga,0,tanglish
Bro.... august  8 ku release  panunga ajith padam flop akum....,1,tanglish
"Adichi underwear oda odavida porom, naam thamizhar",1,tanglish
"Super o super thalaiva...... Ella scene num Mass thailaiva,Neenga eppavume style King thalaivaaaa.Super star  Rajini na Massss....",0,tanglish
Padathukku mass kuduthu irukkinga Selva awesome,0,tanglish
Omalla mass u da ! Gethu da !,0,tanglish
Kola Gaandula irukken mavane odiru.. Phaah Dialogue delivery chancey illa..,1,tanglish
Happy to see rajini fans katharals,1,tanglish
Semma trailer Padam semmaya irrukapothu from Thalapathy fan,0,tanglish
Selva sir  semma and surya bro,0,tanglish
20 tyms Mela pathutan paka pakka weri aawuthu aiyo thalaiwaaaa ne engaiyo poita deiwamey,0,tanglish
Yokipabhum komavukku poitar pola ithu 2016ஆம்......but trailer sema...,1,tanglish
Trailer eh pakka entertaining... Movie kandippa pakkanum,0,tanglish
Sema moklaiya iruku sry but suriyavuku ipa oru hit venum intha movie hit akanumnu nenaiketen but teaser nallarunthuchu trailer antha alavuku ilaye yen,1,tanglish
"Inga ivlo roshapadravanga Coimbatore la athanai pengalai emathunanga, torture panangale athu thn 'nadagakaadhal'. Atha yarum kelviye kekala... avunga kadharrna satham unga kaadhuku kekalaya... Oruthan senja thappuku otumotha samugathaye en ipdi elame target panringa... Yarukuya venum kaadhalam... Avan avan kudumbatha pakave inga mudiala... Plz don't spread hatred... Tamilan nu ore kurala maarthati sonnom jallikattu protest la... Ipo ena nilamai...",1,tanglish
1:08 Enna karumamda idhu.. Andha amma pei ya vandhu unna sagadikumya vijay,1,tanglish
Padam parkkamal our mudivukku vara naan thayaraga illai kandippa ithu oru jaathi padama irukkathu cement la kathura yella paithiyathiyum seruppala adikkura mari oru padamathan irukkum nambuvom🤔,0,tanglish
Vera level...trailer waiting 4r movie....finshing super... kolaaa ganngula irruken sema ...,1,tanglish
Iam Kannada fan's  I like you,0,tanglish
so nerkondaparvaiya kadhara kadhara karpalika pogudhu comali best wishes from 90s kids,1,tanglish
"I'm a die hard makkal selvan fan, trailer semma, simbu BGM gethu",0,tanglish
Sam cs name kaaga vanthan..music epdiii iruku nu parka,0,tanglish
Yanda timeline pic 1st biravala Vijay panunathu.atha copy Pani pettala hare stiyl ha Kathi rajini panuna ipo nenga 2haum otukaki potrukingale ethu Yana polapuuu,1,tanglish
"Looks like another jathi vendam, olige, bla..bla...bla... movie. Hopefully im wrong.  Religion, jathi, race, etc vechu politics. Politic'kage mis-use pannarathu tappu sollrathu vithutu they found best solution tat is religion olige, jathi olige, innam olige.. idiots.  Yethuvume valge, olige solle vendam. Nalla olukum, gud values irukere tamilan'na valthal pothum.",1,tanglish
Kongu mandalam sarbaga valthukal director thiru mohan,0,tanglish
Dei..ennada graphics idhu..sakthiman maari pesran akshay kumar,1,tanglish
Lusu pasangala last ah ennaum sireka vachutenga da🤣,1,tanglish
6.8 Million Views and 400K likes,0,tanglish
Sema mass thalaivaaa. Thank u karthiksubburaj sir,0,tanglish
Best ever flim in 2019 after super deluxe,0,tanglish
Extrodinary teaser woww wow wow,0,tanglish
Thirumangalam  pillaimaar samudhaayam saarbaaga padam vetri pera vazhthugiren,0,tanglish
Oruthan ukkarunda...........?? Ratham patha payalu aana endru..Ivan sadharana aal kedayath  What word that???,1,tanglish
Ajith mental fans oru logic kuda kandu pudikka  therila neengalam mental and katharal thirupi thirupi nirubikiringada emotional la aathiku 🤣🤣🤣🤣🤣🤣🤣🤣 1:crying 2:angry Ithu avanuku vantha siriputha emotional solraanga atha kooda therila mental Aamai fans Da neenga Ana emotional la neenga mental thaanda🤣🤣🤣🤣🤣🤣,1,tanglish
Suyama sinthikka therinjavan thaan HERO...But Athu Ni(Kaakkka Keyan) ilaaaa🤦‍🤦‍🤦‍,1,tanglish
kotha un padam wast da mokka da,1,tanglish
BGM poda sonna varan varan poochandi song la Vara first edit panitapula....,1,tanglish
Pokkiri raja mathiri illama irundha seri thaan,1,tanglish
Aditio Rao fans oru like podunga...,0,tanglish
Thala court scene marana mass dialogue delivery super duper hit,0,tanglish
"High voltage naadi, narambu, rathathile ooripona oru veriyanukkuthan thalaivare ippadi azhagupakkamudiyum..",1,tanglish
ayyo nanga ninacha thalaivaraaaa screen la pakka poraaa jan10th   superrr starrrrr marana masss tnqqqq karthik subbraj anna,0,tanglish
Oru pombala illama  Tamil nade naasama pochi,1,tanglish
"Aduthavanga music podamataru ilayaraja, what have now did it",1,tanglish
Aiyo thalaya romba late ah parkaran.... Sorry thala,0,tanglish
Tamilrockers la paatha verithanam ah irukum pola,0,tanglish
Kandipa kaithi hit agum I am thalapathy fan,0,tanglish
Sun pictures liker  hit like,0,tanglish
Eppaaa ennada comment box la varum jaathi pundayave iruku!!  Manusana parungada padam puriyum...,1,tanglish
Thalaiva kola Mass...  Therika vitutugaa...,0,tanglish
Video super mass mass mass mass mass mass mass mass mass mass mass mass,0,tanglish
Sunni haters 51k dislikes ? Pepundes wait just wait your turn !!,1,tanglish
Ella movie um KGF aaida mudiyaathu da,1,tanglish
Movie release aagathu... Kastah Kalam producerku..,1,tanglish
Great Insult To Madam Jayalalitha...,1,tanglish
Adappainggela... yaruda neenga... shankar sir,1,tanglish
Selvaragavan and yuvan fans like here,0,tanglish
Thirunelveli slang um pesran ya indha manusan,0,tanglish
MERSAL...VISVASAM       VERA LEVAL...,0,tanglish
Ithu enna sarkar 2 va.....,1,tanglish
Vijay nee Priya ve kalyanam pannikko.aalapporan tamilan right naan un kudave iruppen .....,0,tanglish
21k views 118 k likes wtf,0,tanglish
Ippo Yana pana poram? Sweet sapada poram love you thalavaaaaaaaaaa,0,tanglish
Oly for yogi babu.     Sir..............,0,tanglish
Ngk like   Kaapaan Cmt  Kerala surya fans,0,tanglish
Yaaruda moonsooru vaayana joke ku edukkirathu santhaanam illathathaala intha moonsooru vaayanta mokka comady ya paarka vendiyatha irukku 🤮🤦‍,1,tanglish
